CustomerID,Age,Gender,Region,SubscriptionType,MonthlyCharge,TenureMonths,DataUsageGB,VoiceMinutes,SMSCount,CustomerSatisfaction,SupportTickets,DeviceType,ContractType,PaymentMethod,LastInteraction,Churn,ServiceCalls,PromotionsOpted,Installations,Revenue,Expenses,Profit,MarketShare,EmployeeCount,NewSubscriptions,Cancellations,NetPromoterScore,CustomerLoyaltyIndex,TechnicalIssuesReported,ResolutionTimeDays,DowntimeHours,UptimePercentage,CompetitorOffers,AdCampaigns,SocialMediaMentions,ReferralRate,CustomerLifetimeValue,CustomerAcquisitionCost,R&DSpending
905,23,Male,North,Basic,155.38,213,54.8,149,721,4,20,Tablet,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,84,7,1,66021.34,31261.39,666.66,81.05,2472,531,396,22,20,32,24,93,98.4,9,12,4012,56.79,19770.34,883.87,530520.07
906,33,Male,East,Premium,277.32,166,73.27,9399,110,8,0,Mobile,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,10,6,3,43389.66,47542.35,28886.5,85.96,5204,753,237,78,28,50,17,3,98.32,4,6,5448,80.98,24104.15,2164.45,100809.98
907,55,Female,North,Basic,124.32,23,479.1,1248,460,8,25,Desktop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,41,9,2,98470.27,39022.27,23246.5,16.74,3082,219,109,-24,5,97,9,71,96.32,0,6,7207,46.94,15859.11,2496.27,502982.82
908,55,Female,West,Basic,289.51,62,1.31,4072,232,4,36,Mobile,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,69,9,3,10495.41,47728.93,11393.35,19.25,4021,648,207,11,8,96,23,34,90.3,9,12,1549,3.32,48319.18,1015.38,171388.38
909,67,Female,East,Enterprise,54.28,43,242.21,1164,785,8,33,Tablet,Annual,PayPal,2022-10-11 22:09:37.540106944,0,78,9,2,5826.5,28841.53,45170.22,4.16,4360,460,316,76,8,96,21,63,95.87,7,7,389,5.43,11007.79,4791.41,741196.8
910,49,Male,East,Enterprise,281.1,49,378.17,6241,943,4,0,Tablet,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,89,7,4,33778.1,613.0,24148.15,75.34,7060,498,431,94,86,87,10,7,97.47,3,2,9840,17.85,43505.96,4596.47,277926.17
911,50,Female,South,Premium,233.44,215,104.98,1673,693,1,34,Tablet,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,38,1,4,96366.88,6118.84,34359.68,38.17,7552,661,86,45,58,69,10,52,90.57,1,15,5475,86.47,12053.96,289.28,98014.01
912,66,Male,East,Basic,287.46,106,229.78,7000,391,6,16,Tablet,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,1,46,2,0,2317.63,14480.59,2013.43,60.72,1565,638,259,-72,87,81,4,16,90.21,6,6,9720,91.7,44104.36,998.9,470187.62
913,34,Male,North,Enterprise,175.02,21,246.53,357,843,1,24,Laptop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,4,2,4,6954.61,5347.37,15309.18,51.72,1458,465,54,-84,37,99,8,80,90.05,6,5,425,10.42,45353.69,1383.87,745563.05
914,50,Female,North,Basic,282.27,172,130.2,6021,410,7,23,Mobile,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,1,82,3,2,90204.83,21029.09,4478.04,69.52,9167,315,63,-96,60,0,27,33,90.02,7,6,3551,21.36,45475.54,2089.47,675677.44
915,28,Male,East,Enterprise,67.49,136,439.38,5422,278,3,21,Desktop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,1,74,5,0,89045.82,23612.97,15321.17,83.76,7462,769,402,-68,49,28,1,42,92.11,6,18,1261,78.86,5897.54,1457.01,837432.13
916,30,Male,North,Enterprise,28.37,194,462.58,5353,228,4,25,Tablet,Annual,PayPal,2022-10-11 22:09:37.540106944,0,32,7,0,83095.24,10892.61,29070.41,89.63,6117,89,41,77,0,44,8,34,95.62,1,9,933,1.96,42471.34,629.77,625069.67
917,47,Female,East,Enterprise,216.19,121,374.67,9860,625,9,45,Tablet,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,1,48,8,1,68981.37,24093.39,25580.69,9.09,9544,763,11,-19,89,65,10,0,90.15,1,10,4821,45.03,10683.54,4254.41,463003.21
918,18,Female,West,Enterprise,261.78,174,4.32,4364,475,2,16,Laptop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,33,1,3,92655.89,16924.92,46581.57,84.49,408,100,10,99,11,48,5,78,92.69,1,18,9590,80.75,3210.83,2432.36,60679.13
919,47,Male,South,Basic,271.13,31,314.46,344,636,3,28,Desktop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,94,5,4,65316.75,48978.11,45599.06,76.28,7084,855,145,-82,38,62,14,47,97.85,6,7,6397,91.63,31090.97,1188.97,110311.7
920,44,Male,West,Premium,37.21,141,116.06,8887,76,5,19,Laptop,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,81,5,2,33705.73,49180.27,9825.84,87.6,5284,59,462,-44,62,68,19,38,94.09,9,7,3144,60.8,27758.61,960.99,690408.09
921,57,Female,West,Enterprise,118.91,198,133.59,2126,199,7,5,Laptop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,1,5,9,2,92467.84,40820.85,21201.44,92.3,1753,836,185,-30,68,36,15,0,98.65,8,9,9621,51.3,42724.88,2547.77,824635.14
922,40,Male,South,Enterprise,144.41,57,91.9,4945,978,3,12,Mobile,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,5,0,0,14528.96,28968.56,44841.98,97.94,9380,570,357,94,37,94,16,9,94.94,6,4,2186,72.49,42381.78,2590.32,537520.27
923,37,Male,South,Premium,279.34,150,286.21,6494,831,8,2,Tablet,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,1,51,6,3,78810.56,44039.76,45873.38,8.67,1593,31,211,-44,19,0,11,9,95.26,4,17,152,6.94,19676.1,4983.3,411831.66
924,23,Male,South,Basic,102.02,198,223.36,9225,593,4,43,Tablet,Annual,PayPal,2022-10-11 22:09:37.540106944,0,72,0,0,2165.61,41921.17,26874.8,36.45,6662,484,476,2,5,53,14,42,94.01,9,8,6990,71.5,8689.81,3733.47,826215.16
925,54,Female,East,Enterprise,212.75,17,96.78,677,566,8,49,Laptop,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,1,39,2,4,37488.92,45396.77,47989.79,70.78,6545,664,88,-44,53,42,23,0,98.81,4,8,5984,39.23,10964.43,612.3,218876.3
926,37,Male,North,Premium,81.57,44,466.32,5377,135,4,34,Mobile,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,15,2,2,97875.94,2633.85,23301.98,26.85,2337,424,314,44,8,21,25,62,92.79,7,9,5543,70.18,4280.5,2015.89,809808.18
927,54,Male,East,Basic,191.56,127,119.61,6067,182,4,22,Laptop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,31,4,1,12378.12,36205.9,47982.75,91.5,5177,658,213,51,29,18,18,55,92.64,3,17,7604,40.03,14379.89,2360.98,114420.01
928,23,Male,North,Basic,51.67,24,389.37,3467,199,4,34,Tablet,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,54,7,2,63699.51,9988.96,44481.25,28.61,7082,343,489,-75,58,43,13,2,99.39,4,11,6105,42.19,5114.59,2881.0,525530.36
929,46,Female,East,Basic,231.27,169,12.35,3241,904,8,5,Mobile,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,1,88,3,0,89664.92,42886.48,14375.66,24.25,1280,32,258,-46,89,97,6,76,91.42,6,9,5173,50.56,46787.88,2776.62,837785.42
930,30,Male,North,Basic,32.47,166,91.74,4205,84,6,31,Desktop,Annual,Debit Card,2022-10-11 22:09:37.540106944,1,99,7,4,25655.82,32405.91,3767.56,93.44,6207,504,300,-56,63,0,21,30,90.06,0,1,8506,22.25,7890.7,4748.73,220651.18
931,44,Female,North,Basic,299.54,112,409.43,8993,561,4,40,Mobile,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,36,2,3,20725.85,15688.64,9853.34,28.69,1571,257,391,16,32,46,14,44,96.9,7,13,2249,46.15,7101.06,1128.06,550059.19
932,67,Male,West,Enterprise,244.39,177,268.21,7666,11,8,19,Desktop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,36,4,0,78600.01,8289.39,20250.37,28.63,2476,231,234,-13,30,71,26,78,91.16,6,19,2773,70.47,6302.68,2139.56,626872.69
933,37,Female,East,Enterprise,191.56,40,323.05,6451,472,9,38,Tablet,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,71,1,3,17628.25,30170.28,19601.11,33.9,2317,477,248,-17,72,44,7,29,95.34,2,3,3464,63.8,36030.88,1350.01,677486.25
934,30,Female,South,Basic,235.18,105,214.45,3830,124,3,36,Laptop,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,80,7,2,87111.08,1880.31,33836.79,97.26,795,433,325,72,0,78,6,3,92.6,3,14,6438,70.88,18618.53,922.38,37912.55
935,56,Female,East,Premium,20.85,39,217.82,1144,434,2,23,Laptop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,66,2,0,64702.51,39681.59,20367.91,13.53,4279,539,249,59,54,34,19,36,93.26,8,18,8024,67.07,14834.08,3014.53,746481.75
936,25,Female,South,Basic,139.95,172,62.7,4662,410,9,24,Desktop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,50,4,1,87148.99,16418.92,16124.92,48.53,7573,975,359,-6,20,88,13,44,97.4,5,2,7348,99.23,13675.04,4140.07,366152.2
937,34,Male,East,Enterprise,186.21,177,85.5,3663,781,1,39,Tablet,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,68,2,4,98093.32,38753.94,7739.06,31.61,7832,573,328,93,26,62,29,84,98.97,7,17,5948,47.21,34289.17,1681.28,884639.24
938,47,Female,West,Premium,293.34,129,459.5,7536,112,7,9,Mobile,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,97,1,0,67189.75,4672.05,45270.74,13.66,5117,580,183,-3,4,67,18,75,92.27,3,3,9491,70.81,39616.79,3283.8,450656.53
939,18,Male,North,Enterprise,122.44,138,228.82,9088,556,6,44,Mobile,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,4,7,2,89347.13,49822.15,18558.57,40.58,8743,162,173,-76,72,63,4,12,98.82,1,14,9065,44.64,1948.82,4907.99,346646.9
940,41,Female,South,Enterprise,291.74,144,236.23,6945,140,8,22,Mobile,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,95,3,1,69180.7,35808.83,9314.17,64.22,2006,708,354,61,52,67,13,83,97.81,9,2,6157,94.85,25923.6,2092.18,519262.86
941,33,Female,North,Premium,164.35,181,333.17,4090,587,1,18,Mobile,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,8,0,1,6050.21,40070.8,27324.74,46.04,2771,708,140,58,11,11,7,74,91.01,1,12,8395,56.4,1960.82,4265.89,337656.11
942,28,Male,North,Basic,39.43,237,7.06,266,206,2,47,Desktop,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,11,9,1,7183.86,43807.31,11727.27,30.47,7052,960,286,-10,94,40,5,28,97.43,3,10,4756,64.17,43380.97,4362.09,179182.13
943,21,Male,North,Basic,192.62,54,266.35,7178,275,9,49,Mobile,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,57,5,0,20218.47,23218.13,47921.18,88.71,1867,749,322,-66,41,35,12,66,90.82,8,17,9832,93.81,47927.68,1816.59,424431.6
944,21,Male,West,Enterprise,250.18,133,442.67,3303,162,7,33,Mobile,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,7,5,0,59153.21,16043.05,5687.57,30.91,5054,508,242,-19,93,66,4,28,92.06,8,19,5459,22.09,1068.29,805.32,154706.97
945,34,Female,East,Premium,268.4,157,208.65,6951,786,9,46,Tablet,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,1,29,7,1,48068.82,28400.51,25319.51,1.83,6158,413,210,-84,90,77,7,90,98.76,2,10,5955,38.22,14892.68,2207.01,697749.66
946,66,Female,North,Premium,168.07,36,206.3,3428,614,3,17,Laptop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,79,3,2,66546.66,6865.11,28829.87,56.14,1001,790,273,-53,80,13,16,62,92.85,1,13,825,22.16,24844.46,4223.26,291287.64
947,27,Male,West,Enterprise,144.55,21,226.66,9156,956,9,28,Desktop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,53,8,0,31579.44,43286.64,13691.49,9.03,7674,694,440,-42,20,97,18,13,92.98,7,12,1750,12.65,6206.12,1410.11,854369.27
948,38,Female,West,Premium,198.67,7,427.55,8355,449,7,13,Mobile,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,32,9,1,4914.4,3021.92,36147.18,81.9,2654,31,199,-11,79,46,13,7,93.2,3,0,4045,16.61,10935.99,1958.33,87416.13
949,55,Female,West,Enterprise,37.47,42,305.0,5832,543,1,13,Desktop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,17,8,0,39912.49,1535.48,46578.94,45.19,7037,16,419,62,75,66,22,96,99.87,6,7,1011,29.1,20665.32,3891.49,457833.67
950,66,Male,East,Premium,283.68,160,373.68,9303,581,3,25,Desktop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,13,8,2,25193.29,30569.66,13316.88,7.51,4659,772,396,2,92,92,17,97,93.15,5,12,1272,43.82,5538.03,1675.88,308934.52
951,35,Male,South,Basic,87.17,218,359.08,8127,307,4,34,Laptop,Annual,PayPal,2022-10-11 22:09:37.540106944,1,4,3,3,35594.9,27342.85,29405.39,47.39,9948,644,42,34,51,44,13,68,92.94,3,0,2597,74.86,47720.69,4765.6,631906.43
952,27,Male,North,Enterprise,195.66,81,25.43,4270,231,7,13,Desktop,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,40,0,3,94903.94,49628.77,29922.11,43.3,9703,439,190,-70,75,16,26,50,99.47,2,11,6833,52.11,32146.31,4523.86,129086.08
953,62,Male,West,Premium,188.99,197,488.35,738,240,9,26,Laptop,Annual,Debit Card,2022-10-11 22:09:37.540106944,1,37,5,0,93900.98,41815.84,30758.45,42.04,9396,607,404,-44,12,33,19,2,92.24,3,19,4060,19.72,37517.69,1401.11,16031.27
954,33,Female,South,Premium,222.07,239,353.1,1044,904,9,33,Laptop,Annual,Credit Card,2022-10-11 22:09:37.540106944,1,96,6,2,31596.79,27082.41,34993.44,66.66,1978,350,129,-19,55,48,10,65,98.49,5,19,7098,74.69,36140.9,2258.25,376939.33
955,56,Female,South,Premium,258.99,142,290.06,3098,416,1,17,Tablet,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,72,9,4,29381.09,44496.47,905.94,90.52,7829,109,7,-23,62,56,6,58,92.95,2,15,7963,57.16,17150.15,3429.02,583630.92
956,32,Male,West,Enterprise,90.75,162,22.59,9996,122,9,49,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,83,4,2,19057.3,3037.09,9301.45,67.82,7414,823,254,-52,96,83,6,51,91.76,2,8,7299,62.76,11770.41,2075.46,438487.09
957,51,Female,East,Premium,77.94,146,459.04,2434,262,6,25,Mobile,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,66,8,1,93084.97,27180.94,24178.78,22.68,1281,455,438,80,11,54,10,40,90.26,6,13,8550,28.78,44456.89,3563.21,235463.89
958,22,Female,South,Premium,228.94,112,234.78,8180,929,2,43,Laptop,Annual,Credit Card,2022-10-11 22:09:37.540106944,1,70,8,2,23954.75,20415.46,14216.59,17.09,4848,962,207,23,66,67,28,65,94.04,8,9,8136,2.87,48885.49,1168.61,967515.95
959,34,Female,East,Premium,72.22,66,455.6,7114,512,1,48,Mobile,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,47,6,2,42571.77,2698.35,36709.8,20.03,9032,395,413,17,73,86,22,95,96.44,7,13,7109,96.43,5262.66,3321.92,25859.71
960,54,Female,East,Enterprise,287.69,90,209.2,935,634,5,47,Mobile,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,63,4,0,69937.04,7492.08,6998.62,51.47,9400,866,253,30,44,84,8,16,91.07,6,19,3318,5.14,3172.6,4072.91,240251.19
961,25,Female,South,Enterprise,75.23,48,288.65,9226,131,8,45,Laptop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,48,5,1,74214.04,1318.89,25183.0,42.08,9893,990,452,-74,10,70,18,87,93.88,8,16,8806,6.43,20090.96,975.96,742758.76
962,41,Female,South,Basic,167.41,87,446.86,6707,63,3,42,Laptop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,73,7,1,99275.61,26410.45,31199.01,14.18,3733,758,140,24,85,12,9,92,96.65,5,11,626,45.5,33127.52,1430.22,705296.63
963,45,Male,South,Enterprise,203.76,43,230.42,4289,507,8,36,Laptop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,63,1,3,14489.01,2634.16,10286.33,46.51,3063,167,327,83,35,51,3,29,98.62,9,8,8984,1.33,10247.95,2406.77,415941.28
964,64,Female,East,Enterprise,67.79,151,89.77,6039,425,2,29,Desktop,Annual,PayPal,2022-10-11 22:09:37.540106944,0,52,3,2,40724.88,22323.69,40490.59,0.28,2286,177,71,52,12,36,3,42,90.29,6,7,9696,0.09,28786.88,680.49,334572.77
965,25,Female,East,Enterprise,128.06,210,212.53,7236,181,6,6,Desktop,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,83,1,4,57015.5,31651.88,46962.0,62.39,348,638,307,-72,13,89,7,9,90.58,8,1,6838,96.96,1009.37,1342.89,228013.99
966,40,Female,South,Basic,238.14,68,190.81,9620,815,6,40,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,22,0,0,81387.94,47775.29,38221.94,44.44,1036,354,498,-63,47,40,28,89,97.49,8,18,2514,14.01,39671.81,1264.45,217072.83
967,52,Male,West,Basic,104.04,148,365.43,7865,570,4,16,Mobile,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,70,1,0,35248.34,3130.15,23579.55,98.51,7702,933,106,27,41,70,25,71,92.18,3,9,7400,7.82,10253.14,1959.89,368438.56
968,48,Female,West,Premium,116.38,47,420.37,9477,965,3,29,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,16,0,0,90456.67,23112.4,32031.35,16.01,7509,14,396,97,17,24,21,38,95.07,5,4,5016,63.74,36402.18,1000.96,771600.07
969,34,Female,East,Enterprise,77.15,30,5.67,8036,44,9,3,Desktop,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,1,13,1,2,95132.71,42286.54,41002.24,44.12,6886,317,196,29,35,55,14,79,90.16,0,15,1538,40.62,21466.27,3183.14,456879.05
970,45,Female,West,Premium,232.39,69,247.41,7949,635,8,14,Tablet,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,1,16,3,0,97865.8,49494.41,11024.3,1.86,6387,765,266,-60,38,41,16,17,95.09,7,6,2850,30.8,28803.57,4183.22,721710.3
971,65,Female,South,Premium,87.05,213,133.63,6750,98,8,19,Laptop,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,67,0,2,13935.36,4423.09,37593.03,17.14,4470,902,447,-18,59,59,18,41,95.72,0,17,8337,92.69,7847.97,3487.94,759944.75
972,65,Female,East,Premium,95.84,110,82.22,9387,385,1,28,Desktop,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,80,9,4,17266.76,4801.48,18714.71,96.6,3755,248,126,70,35,6,11,63,99.5,0,6,1492,84.6,34302.82,2625.44,196141.04
973,68,Male,West,Enterprise,157.45,159,332.85,6523,103,5,46,Tablet,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,1,66,8,1,32447.83,47139.6,15786.13,98.3,6890,321,251,-15,98,46,21,18,95.52,9,2,6616,51.29,19130.67,2878.77,699570.87
974,29,Female,East,Enterprise,73.7,173,417.77,5683,651,7,35,Mobile,Month-to-Month,PayPal,2022-10-11 22:09:37.540106944,0,54,5,3,42546.23,49223.57,29829.31,1.66,6725,355,119,-36,93,65,1,11,97.66,5,5,7961,47.15,24138.44,2210.36,423064.15
975,41,Female,West,Basic,84.29,208,272.2,5581,754,1,35,Mobile,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,49,0,2,99762.67,9991.1,41795.36,80.79,9250,717,315,-20,39,93,5,90,96.6,8,5,1432,61.22,35109.44,624.71,135045.23
976,32,Male,West,Basic,279.34,162,96.9,7959,909,9,33,Tablet,Annual,Credit Card,2022-10-11 22:09:37.540106944,0,11,7,4,77449.59,4091.05,13228.86,43.47,7659,771,223,69,49,68,6,44,97.48,7,19,3706,31.49,9491.37,386.89,411297.38
977,57,Male,North,Premium,244.58,5,375.64,143,524,9,9,Tablet,Annual,Debit Card,2022-10-11 22:09:37.540106944,0,13,3,1,65154.94,12644.69,16350.38,80.48,4901,35,13,-61,56,25,27,53,90.15,2,1,4092,22.43,26301.37,1365.58,232342.67
978,48,Female,West,Premium,95.21,212,260.67,9802,76,9,37,Desktop,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,17,0,4,72227.39,22651.19,43122.72,48.03,420,474,88,1,93,40,11,85,91.73,7,4,7627,41.39,24439.12,4513.84,391848.02
979,44,Female,North,Enterprise,215.75,166,402.32,3804,17,9,29,Tablet,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,42,5,4,35808.75,36707.11,4000.95,92.9,4319,150,471,8,85,27,29,97,99.5,3,2,5339,24.69,26154.49,3242.18,417198.2
980,52,Female,South,Basic,121.99,53,482.36,9661,443,3,2,Mobile,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,7,9,3,64553.46,35083.5,17944.26,16.21,335,319,123,15,10,80,15,22,94.35,7,3,412,45.11,29012.83,1763.02,670204.11
981,35,Male,North,Premium,139.01,65,209.68,6453,425,7,14,Laptop,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,61,0,0,4887.49,33517.86,48996.73,24.49,4446,651,300,-73,75,75,10,23,92.9,4,10,7440,52.42,36323.7,530.49,342204.42
982,53,Female,East,Premium,217.64,18,159.5,2303,308,2,7,Tablet,Annual,PayPal,2022-10-11 22:09:37.540106944,0,55,2,3,28310.58,47148.8,16428.74,27.61,162,798,10,1,71,81,20,18,94.65,4,15,1660,67.1,37579.69,2822.43,190313.33
983,25,Male,South,Basic,245.53,146,141.04,5996,345,7,1,Tablet,Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,49,3,3,98389.48,2301.25,12550.64,91.16,9651,615,213,-23,21,56,16,69,93.08,2,8,1187,83.2,13587.87,1034.01,770776.65
984,63,Female,North,Enterprise,93.79,168,345.49,8279,235,4,42,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,79,7,1,55658.7,30437.42,47685.72,32.87,2786,706,234,56,8,78,11,2,90.5,2,3,300,0.99,37285.79,3113.95,569837.42
985,66,Male,South,Premium,68.65,105,485.94,5021,291,3,45,Tablet,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,1,86,3,4,76541.04,8251.84,12526.48,95.34,3777,893,488,-42,83,56,20,51,98.96,8,11,2547,11.89,31240.75,3030.5,238573.28
986,55,Male,West,Enterprise,143.17,19,142.91,1374,666,7,10,Tablet,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,58,4,2,62426.51,40527.94,15642.31,63.1,7286,282,377,93,14,17,4,46,98.59,6,8,5945,43.89,30804.53,4314.41,840547.84
987,22,Male,South,Premium,90.45,134,231.14,9315,311,1,41,Tablet,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,65,7,0,75269.25,42978.45,33514.47,86.58,198,320,242,-78,42,42,1,89,96.68,1,7,8904,79.83,1328.93,4948.49,648724.94
988,31,Female,West,Enterprise,245.08,99,288.17,9674,446,3,14,Mobile,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,1,57,5,4,50161.05,31587.63,6820.75,84.77,7699,460,390,-23,23,32,10,83,90.7,3,4,1445,35.05,39985.78,4299.67,574071.8
989,55,Female,East,Premium,67.3,132,476.96,878,994,3,2,Desktop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,1,75,1,2,99822.85,5278.6,24381.1,14.32,3316,264,468,-86,28,77,25,73,94.73,8,15,6219,59.7,43177.26,3172.43,871086.03
990,37,Female,West,Premium,111.5,59,123.57,9113,693,2,20,Desktop,Month-to-Month,Credit Card,2022-10-11 22:09:37.540106944,0,31,2,4,92532.44,7867.17,7547.09,23.84,4784,119,44,-11,26,8,25,24,92.47,1,6,8597,40.13,37002.94,532.29,8871.15
991,61,Female,West,Premium,74.1,1,480.82,8685,328,9,28,Desktop,Month-to-Month,Bank Transfer,2022-10-11 22:09:37.540106944,0,34,4,2,85409.86,24447.49,30962.59,94.84,2485,193,260,60,90,30,6,34,91.63,5,10,2946,4.71,49339.07,3446.94,520846.63
992,26,Female,West,Enterprise,29.28,120,262.01,8837,170,6,48,Desktop,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,1,1,8,3,8151.65,46194.79,37881.27,11.17,2359,379,351,98,75,80,17,48,97.57,3,2,489,51.7,3933.52,2330.15,344729.24
993,50,Male,North,Basic,183.51,36,364.19,5220,455,1,37,Mobile,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,1,84,0,1,2149.49,9936.47,25061.61,73.76,625,639,351,-83,16,65,29,63,90.5,9,13,1318,4.12,32350.83,2510.22,544553.26
994,35,Female,East,Enterprise,238.41,26,390.67,1795,13,8,42,Mobile,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,21,9,2,37289.9,44882.33,42715.93,89.57,1725,431,359,-61,59,51,27,87,98.69,8,10,6403,69.48,9721.5,3924.78,772226.0
995,23,Female,South,Enterprise,248.96,85,82.3,6329,392,2,6,Mobile,Bi-Annual,Credit Card,2022-10-11 22:09:37.540106944,0,4,0,3,55233.48,49320.43,16314.81,52.75,7475,284,476,-96,48,94,21,84,97.46,5,18,2851,85.14,32107.0,2323.02,344627.62
996,54,Female,West,Enterprise,212.77,94,487.37,9192,538,4,44,Tablet,Bi-Annual,Bank Transfer,2022-10-11 22:09:37.540106944,0,50,5,3,32724.0,1400.89,29222.34,36.61,4741,181,16,16,46,0,20,97,93.47,5,14,1251,27.94,18969.74,1405.34,753958.69
997,19,Male,South,Premium,233.58,194,488.06,3211,83,1,12,Tablet,Bi-Annual,Debit Card,2022-10-11 22:09:37.540106944,0,23,4,2,68653.83,7306.3,22711.4,39.25,1671,949,65,54,26,70,13,81,96.24,6,9,3960,37.54,42946.61,735.65,750492.66
998,47,Female,South,Premium,144.2,143,433.09,4162,687,4,6,Laptop,Annual,PayPal,2022-10-11 22:09:37.540106944,1,86,4,4,21294.33,12971.32,15620.27,24.86,1557,631,235,-6,0,52,13,82,94.43,3,8,5686,54.25,18258.4,124.99,549242.12
999,23,Female,West,Enterprise,52.01,45,421.68,7061,371,4,47,Tablet,Bi-Annual,PayPal,2022-10-11 22:09:37.540106944,0,98,0,1,41659.44,10413.7,17250.42,96.35,9517,383,480,36,48,84,3,66,97.74,4,5,269,54.43,4261.83,4378.01,984226.37
1000,34,Female,North,Enterprise,96.18,231,163.13,969,697,4,11,Tablet,Month-to-Month,Debit Card,2022-10-11 22:09:37.540106944,0,0,8,0,72472.85,35280.36,14843.19,43.02,5599,664,194,42,59,43,18,69,98.1,6,15,4535,53.91,46538.02,2648.39,286170.02
